batting_team,bowling_team,city,target_score,current_score,balls_left,wickets_left,crr,rrr,toss_winner,toss_decision,powerplay,recent_performance,result
Chennai Super Kings,Gujarat Titans,Kolkata,228,149,38,5,10.9,12.47,Chennai Super Kings,bat,0,56,1
Gujarat Titans,Lucknow Super Giants,Hyderabad,181,59,81,10,9.08,9.04,Gujarat Titans,bat,0,59,1
Delhi Capitals,Punjab Kings,Chandigarh,201,100,63,9,10.53,9.62,Punjab Kings,bat,0,62,1
Mumbai Indians,Lucknow Super Giants,Mumbai,220,219,11,5,12.06,0.55,Lucknow Super Giants,bat,0,64,1
Punjab Kings,Mumbai Indians,Lucknow,152,41,88,10,7.69,7.57,Mumbai Indians,bat,1,31,1
Lucknow Super Giants,Rajasthan Royals,Chandigarh,183,87,63,4,9.16,9.14,Rajasthan Royals,field,0,37,1
Rajasthan Royals,Sunrisers Hyderabad,Mumbai,183,92,42,8,7.08,13.0,Sunrisers Hyderabad,bat,0,25,1
Sunrisers Hyderabad,Kolkata Knight Riders,Ahmedabad,216,215,5,2,11.22,1.2,Kolkata Knight Riders,field,0,48,1
Punjab Kings,Kolkata Knight Riders,Ahmedabad,182,154,10,4,8.4,16.8,Kolkata Knight Riders,bat,0,58,1
Mumbai Indians,Rajasthan Royals,Jaipur,149,73,40,10,5.47,11.4,Rajasthan Royals,field,0,53,1
Delhi Capitals,Rajasthan Royals,Lucknow,214,125,60,7,12.5,8.9,Rajasthan Royals,bat,0,30,1
Lucknow Super Giants,Delhi Capitals,Bangalore,201,66,84,9,11.0,9.64,Delhi Capitals,bat,0,41,1
Royal Challengers Bangalore,Punjab Kings,Kolkata,192,124,28,8,8.09,14.57,Royal Challengers Bangalore,field,0,44,1
Kolkata Knight Riders,Punjab Kings,Mumbai,190,109,34,8,7.6,14.29,Kolkata Knight Riders,bat,0,33,1
Lucknow Super Giants,Chennai Super Kings,Jaipur,150,89,51,10,7.74,7.18,Chennai Super Kings,field,0,37,1
Rajasthan Royals,Mumbai Indians,Hyderabad,147,130,15,5,7.43,6.8,Rajasthan Royals,bat,0,47,1
Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,204,197,5,7,10.28,8.4,Kolkata Knight Riders,field,0,53,1
Gujarat Titans,Kolkata Knight Riders,Bangalore,212,111,32,2,7.57,18.94,Kolkata Knight Riders,field,0,39,0
Gujarat Titans,Mumbai Indians,Delhi,192,84,68,8,9.69,9.53,Gujarat Titans,field,0,45,1
Mumbai Indians,Lucknow Super Giants,Chandigarh,140,87,49,4,7.35,6.49,Mumbai Indians,bat,0,52,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Kolkata,168,93,27,2,6.0,16.67,Royal Challengers Bangalore,bat,0,30,0
Punjab Kings,Sunrisers Hyderabad,Kolkata,155,70,57,5,6.67,8.95,Sunrisers Hyderabad,bat,0,47,1
Gujarat Titans,Chennai Super Kings,Chennai,160,133,15,5,7.6,10.8,Gujarat Titans,bat,0,51,1
Gujarat Titans,Sunrisers Hyderabad,Kolkata,178,86,67,7,9.74,8.24,Sunrisers Hyderabad,bat,0,37,1
Kolkata Knight Riders,Rajasthan Royals,Chandigarh,146,50,84,6,8.33,6.86,Kolkata Knight Riders,field,0,36,1
Gujarat Titans,Royal Challengers Bangalore,Delhi,179,119,35,10,8.4,10.29,Gujarat Titans,bat,0,37,1
Mumbai Indians,Sunrisers Hyderabad,Chandigarh,181,176,10,9,9.6,3.0,Sunrisers Hyderabad,bat,0,53,1
Chennai Super Kings,Punjab Kings,Kolkata,177,150,7,4,7.96,23.14,Punjab Kings,field,0,47,0
Gujarat Titans,Punjab Kings,Kolkata,175,89,65,7,9.71,7.94,Punjab Kings,field,0,35,1
Mumbai Indians,Sunrisers Hyderabad,Jaipur,141,31,89,9,6.0,7.42,Sunrisers Hyderabad,field,1,31,1
Sunrisers Hyderabad,Punjab Kings,Kolkata,161,75,48,3,6.25,10.75,Sunrisers Hyderabad,bat,0,56,0
Delhi Capitals,Gujarat Titans,Ahmedabad,190,106,62,9,10.97,8.13,Gujarat Titans,bat,0,52,1
Delhi Capitals,Lucknow Super Giants,Kolkata,218,122,34,7,8.51,16.94,Lucknow Super Giants,bat,0,56,1
Chennai Super Kings,Gujarat Titans,Ahmedabad,162,76,55,9,7.02,9.38,Gujarat Titans,bat,0,55,1
Gujarat Titans,Kolkata Knight Riders,Mumbai,162,84,33,2,5.79,14.18,Gujarat Titans,field,0,59,0
Gujarat Titans,Rajasthan Royals,Chandigarh,184,93,59,6,9.15,9.25,Gujarat Titans,field,0,55,1
Rajasthan Royals,Delhi Capitals,Mumbai,223,162,7,4,8.6,52.29,Rajasthan Royals,field,0,33,0
Mumbai Indians,Gujarat Titans,Lucknow,190,61,84,10,10.17,9.21,Mumbai Indians,bat,0,32,1
Sunrisers Hyderabad,Lucknow Super Giants,Delhi,224,183,34,7,12.77,7.24,Sunrisers Hyderabad,bat,0,31,1
Delhi Capitals,Mumbai Indians,Chandigarh,228,79,74,9,10.3,12.08,Delhi Capitals,field,0,30,1
Delhi Capitals,Chennai Super Kings,Ahmedabad,198,122,35,1,8.61,13.03,Chennai Super Kings,bat,0,50,0
Delhi Capitals,Kolkata Knight Riders,Chennai,229,171,19,6,10.16,18.32,Kolkata Knight Riders,bat,0,62,1
Mumbai Indians,Gujarat Titans,Chennai,171,130,15,10,7.43,16.4,Mumbai Indians,field,0,34,1
Royal Challengers Bangalore,Lucknow Super Giants,Lucknow,174,82,43,7,6.39,12.84,Royal Challengers Bangalore,bat,0,33,1
Sunrisers Hyderabad,Rajasthan Royals,Mumbai,168,66,66,5,7.33,9.27,Sunrisers Hyderabad,bat,0,27,1
Gujarat Titans,Kolkata Knight Riders,Hyderabad,183,67,61,5,6.81,11.41,Gujarat Titans,bat,0,47,0
Delhi Capitals,Sunrisers Hyderabad,Chandigarh,196,109,60,4,10.9,8.7,Sunrisers Hyderabad,field,0,43,1
Lucknow Super Giants,Royal Challengers Bangalore,Chandigarh,145,144,11,10,7.93,0.55,Lucknow Super Giants,field,0,49,1
Gujarat Titans,Mumbai Indians,Kolkata,162,91,57,9,8.67,7.47,Gujarat Titans,field,0,55,1
Royal Challengers Bangalore,Lucknow Super Giants,Chandigarh,177,77,59,4,7.57,10.17,Royal Challengers Bangalore,bat,0,33,0
Rajasthan Royals,Lucknow Super Giants,Kolkata,203,202,10,6,11.02,0.6,Rajasthan Royals,field,0,64,1
Gujarat Titans,Lucknow Super Giants,Kolkata,199,135,42,10,10.38,9.14,Gujarat Titans,bat,0,30,1
Mumbai Indians,Kolkata Knight Riders,Delhi,184,87,50,8,7.46,11.64,Kolkata Knight Riders,bat,0,56,1
Delhi Capitals,Chennai Super Kings,Kolkata,202,133,42,3,10.23,9.86,Delhi Capitals,field,0,41,1
Mumbai Indians,Punjab Kings,Ahmedabad,224,204,17,2,11.88,7.06,Punjab Kings,field,0,40,1
Chennai Super Kings,Royal Challengers Bangalore,Ahmedabad,194,109,41,4,8.28,12.44,Royal Challengers Bangalore,field,0,32,0
Lucknow Super Giants,Chennai Super Kings,Chandigarh,174,92,60,8,9.2,8.2,Lucknow Super Giants,field,0,54,1
Sunrisers Hyderabad,Gujarat Titans,Ahmedabad,154,141,23,9,8.72,3.39,Sunrisers Hyderabad,bat,0,59,1
Rajasthan Royals,Chennai Super Kings,Kolkata,167,69,65,10,7.53,9.05,Rajasthan Royals,field,0,33,1
Punjab Kings,Gujarat Titans,Chennai,223,101,44,2,7.97,16.64,Punjab Kings,bat,0,39,0
Punjab Kings,Kolkata Knight Riders,Lucknow,218,83,80,8,12.45,10.12,Kolkata Knight Riders,bat,0,60,1
Chennai Super Kings,Gujarat Titans,Bangalore,195,49,86,8,8.65,10.19,Chennai Super Kings,field,1,41,1
Gujarat Titans,Mumbai Indians,Hyderabad,164,88,50,4,7.54,9.12,Mumbai Indians,field,0,49,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,162,78,71,6,9.55,7.1,Rajasthan Royals,bat,0,62,1
Kolkata Knight Riders,Royal Challengers Bangalore,Mumbai,145,105,41,4,7.97,5.85,Royal Challengers Bangalore,bat,0,54,1
Sunrisers Hyderabad,Gujarat Titans,Delhi,215,48,90,9,9.6,11.13,Sunrisers Hyderabad,bat,1,26,1
Rajasthan Royals,Delhi Capitals,Bangalore,189,160,15,7,9.14,11.6,Rajasthan Royals,bat,0,31,1
Delhi Capitals,Punjab Kings,Ahmedabad,159,93,47,8,7.64,8.43,Delhi Capitals,bat,0,32,1
Lucknow Super Giants,Sunrisers Hyderabad,Delhi,157,50,75,8,6.67,8.56,Sunrisers Hyderabad,bat,0,33,1
Mumbai Indians,Sunrisers Hyderabad,Chennai,149,100,48,9,8.33,6.12,Mumbai Indians,bat,0,51,1
Sunrisers Hyderabad,Lucknow Super Giants,Chandigarh,143,101,27,9,6.52,9.33,Sunrisers Hyderabad,bat,0,39,1
Chennai Super Kings,Gujarat Titans,Kolkata,190,188,20,8,11.28,0.6,Gujarat Titans,bat,0,37,1
Sunrisers Hyderabad,Gujarat Titans,Chandigarh,150,74,56,10,6.94,8.14,Gujarat Titans,field,0,25,1
Delhi Capitals,Royal Challengers Bangalore,Kolkata,186,46,79,7,6.73,10.63,Royal Challengers Bangalore,field,0,36,1
Mumbai Indians,Punjab Kings,Kolkata,193,133,44,6,10.5,8.18,Mumbai Indians,field,0,43,1
Punjab Kings,Delhi Capitals,Mumbai,222,88,77,8,12.28,10.44,Delhi Capitals,bat,0,47,1
Lucknow Super Giants,Rajasthan Royals,Chennai,208,127,47,3,10.44,10.34,Lucknow Super Giants,field,0,59,1
Gujarat Titans,Chennai Super Kings,Delhi,171,170,5,5,8.87,1.2,Chennai Super Kings,field,0,58,1
Sunrisers Hyderabad,Mumbai Indians,Delhi,155,39,89,7,7.55,7.82,Mumbai Indians,bat,1,39,1
Delhi Capitals,Lucknow Super Giants,Kolkata,168,73,68,6,8.42,8.38,Delhi Capitals,field,0,42,1
Rajasthan Royals,Delhi Capitals,Chennai,215,210,16,1,12.12,1.88,Delhi Capitals,field,0,43,1
Kolkata Knight Riders,Rajasthan Royals,Chandigarh,195,57,86,7,10.06,9.63,Rajasthan Royals,field,1,51,1
Punjab Kings,Gujarat Titans,Jaipur,219,106,47,3,8.71,14.43,Punjab Kings,field,0,58,0
Rajasthan Royals,Gujarat Titans,Kolkata,215,116,65,7,12.65,9.14,Gujarat Titans,bat,0,40,1
Gujarat Titans,Lucknow Super Giants,Kolkata,196,127,11,6,6.99,37.64,Lucknow Super Giants,field,0,38,0
Sunrisers Hyderabad,Gujarat Titans,Lucknow,141,75,42,2,5.77,9.43,Sunrisers Hyderabad,bat,0,27,0
Lucknow Super Giants,Delhi Capitals,Mumbai,213,186,5,10,9.7,32.4,Delhi Capitals,bat,0,48,0
Sunrisers Hyderabad,Lucknow Super Giants,Jaipur,189,128,41,5,9.72,8.93,Sunrisers Hyderabad,bat,0,29,1
Rajasthan Royals,Delhi Capitals,Chandigarh,207,48,83,9,7.78,11.49,Rajasthan Royals,bat,0,40,1
Mumbai Indians,Punjab Kings,Ahmedabad,205,105,54,8,9.55,11.11,Mumbai Indians,field,0,36,1
Lucknow Super Giants,Gujarat Titans,Ahmedabad,184,60,80,8,9.0,9.3,Lucknow Super Giants,field,0,60,1
Mumbai Indians,Chennai Super Kings,Kolkata,175,91,68,7,10.5,7.41,Chennai Super Kings,field,0,29,1
Kolkata Knight Riders,Royal Challengers Bangalore,Lucknow,202,138,51,8,12.0,7.53,Royal Challengers Bangalore,bat,0,41,1
Kolkata Knight Riders,Gujarat Titans,Mumbai,157,119,9,9,6.43,25.33,Gujarat Titans,bat,0,57,1
Punjab Kings,Sunrisers Hyderabad,Chennai,194,95,66,6,10.56,9.0,Punjab Kings,field,0,27,1
Lucknow Super Giants,Gujarat Titans,Mumbai,214,179,30,6,11.93,7.0,Gujarat Titans,field,0,29,1
Rajasthan Royals,Mumbai Indians,Mumbai,186,148,39,6,10.96,5.85,Mumbai Indians,bat,0,35,1
Lucknow Super Giants,Punjab Kings,Mumbai,220,138,21,4,8.36,23.43,Punjab Kings,bat,0,42,0
Lucknow Super Giants,Kolkata Knight Riders,Chennai,218,154,4,10,7.97,96.0,Lucknow Super Giants,bat,0,63,0
Lucknow Super Giants,Sunrisers Hyderabad,Mumbai,187,165,20,5,9.9,6.6,Lucknow Super Giants,field,0,49,1
Rajasthan Royals,Sunrisers Hyderabad,Bangalore,182,89,71,9,10.9,7.86,Sunrisers Hyderabad,bat,0,26,1
Mumbai Indians,Delhi Capitals,Jaipur,155,154,17,7,8.97,0.35,Delhi Capitals,field,0,38,1
Rajasthan Royals,Lucknow Super Giants,Chandigarh,194,115,27,9,7.42,17.56,Lucknow Super Giants,field,0,54,1
Kolkata Knight Riders,Royal Challengers Bangalore,Ahmedabad,148,130,9,2,7.03,12.0,Kolkata Knight Riders,bat,0,33,0
Punjab Kings,Chennai Super Kings,Jaipur,200,144,11,1,7.93,30.55,Chennai Super Kings,bat,0,30,0
Rajasthan Royals,Lucknow Super Giants,Chandigarh,192,113,26,7,7.21,18.23,Rajasthan Royals,field,0,64,1
Mumbai Indians,Chennai Super Kings,Lucknow,184,66,68,8,7.62,10.41,Chennai Super Kings,bat,0,32,1
Chennai Super Kings,Delhi Capitals,Delhi,203,177,17,2,10.31,9.18,Chennai Super Kings,field,0,30,0
Mumbai Indians,Rajasthan Royals,Kolkata,188,70,69,9,8.24,10.26,Mumbai Indians,field,0,60,1
Delhi Capitals,Lucknow Super Giants,Mumbai,228,95,57,8,9.05,14.0,Delhi Capitals,field,0,40,1
Sunrisers Hyderabad,Rajasthan Royals,Delhi,155,58,68,7,6.69,8.56,Rajasthan Royals,bat,0,54,1
Gujarat Titans,Mumbai Indians,Hyderabad,190,87,53,10,7.79,11.66,Gujarat Titans,bat,0,33,1
Delhi Capitals,Punjab Kings,Jaipur,156,39,87,7,7.09,8.07,Punjab Kings,field,1,36,1
Rajasthan Royals,Sunrisers Hyderabad,Delhi,218,125,39,4,9.26,14.31,Rajasthan Royals,field,0,55,0
Gujarat Titans,Kolkata Knight Riders,Hyderabad,218,138,40,3,10.35,12.0,Gujarat Titans,field,0,60,0
Chennai Super Kings,Rajasthan Royals,Kolkata,145,137,24,7,8.56,2.0,Chennai Super Kings,bat,0,47,1
Sunrisers Hyderabad,Delhi Capitals,Lucknow,170,169,11,7,9.3,0.55,Delhi Capitals,field,0,41,1
Chennai Super Kings,Gujarat Titans,Chennai,196,138,7,5,7.33,49.71,Gujarat Titans,field,0,28,0
Gujarat Titans,Lucknow Super Giants,Mumbai,214,82,74,7,10.7,10.7,Lucknow Super Giants,bat,0,64,1
Sunrisers Hyderabad,Chennai Super Kings,Kolkata,176,77,63,6,8.11,9.43,Chennai Super Kings,bat,0,41,1
Sunrisers Hyderabad,Gujarat Titans,Chandigarh,185,95,62,6,9.83,8.71,Gujarat Titans,field,0,51,1
Mumbai Indians,Royal Challengers Bangalore,Delhi,144,120,29,10,7.91,4.97,Mumbai Indians,bat,0,45,1
Punjab Kings,Chennai Super Kings,Bangalore,190,88,67,8,9.96,9.13,Punjab Kings,bat,0,54,1
Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,197,127,24,7,7.94,17.5,Chennai Super Kings,bat,0,29,0
Royal Challengers Bangalore,Mumbai Indians,Kolkata,149,54,68,10,6.23,8.38,Mumbai Indians,field,0,54,1
Rajasthan Royals,Punjab Kings,Lucknow,196,175,22,1,10.71,5.73,Rajasthan Royals,bat,0,34,1
Punjab Kings,Royal Challengers Bangalore,Jaipur,171,37,86,7,6.53,9.35,Royal Challengers Bangalore,field,1,37,1
Gujarat Titans,Punjab Kings,Bangalore,158,69,54,3,6.27,9.89,Gujarat Titans,bat,0,48,0
Delhi Capitals,Kolkata Knight Riders,Delhi,221,143,21,4,8.67,22.29,Kolkata Knight Riders,field,0,28,0
Gujarat Titans,Kolkata Knight Riders,Chandigarh,165,92,50,10,7.89,8.76,Gujarat Titans,field,0,32,1
Mumbai Indians,Chennai Super Kings,Hyderabad,175,121,21,4,7.33,15.43,Mumbai Indians,bat,0,43,1
Delhi Capitals,Punjab Kings,Chandigarh,226,153,13,3,8.58,33.69,Punjab Kings,field,0,64,0
Punjab Kings,Rajasthan Royals,Lucknow,155,120,39,6,8.89,5.38,Punjab Kings,bat,0,26,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Lucknow,215,96,51,4,8.35,14.0,Sunrisers Hyderabad,field,0,38,0
Kolkata Knight Riders,Punjab Kings,Chennai,188,123,50,5,10.54,7.8,Punjab Kings,field,0,33,1
Rajasthan Royals,Lucknow Super Giants,Chandigarh,218,49,87,10,8.91,11.66,Rajasthan Royals,bat,1,49,1
Chennai Super Kings,Sunrisers Hyderabad,Jaipur,171,75,74,9,9.78,7.78,Sunrisers Hyderabad,bat,0,49,1
Royal Challengers Bangalore,Gujarat Titans,Lucknow,141,83,49,5,7.01,7.1,Gujarat Titans,field,0,42,1
Kolkata Knight Riders,Gujarat Titans,Ahmedabad,171,94,33,9,6.48,14.0,Kolkata Knight Riders,field,0,46,1
Lucknow Super Giants,Punjab Kings,Delhi,153,114,33,9,7.86,7.09,Punjab Kings,bat,0,40,1
Kolkata Knight Riders,Delhi Capitals,Delhi,219,148,34,9,10.33,12.53,Delhi Capitals,field,0,64,1
Gujarat Titans,Lucknow Super Giants,Delhi,221,178,17,5,10.37,15.18,Lucknow Super Giants,bat,0,64,1
Gujarat Titans,Punjab Kings,Ahmedabad,194,161,33,1,11.1,6.0,Punjab Kings,bat,0,42,1
Lucknow Super Giants,Mumbai Indians,Hyderabad,192,58,86,10,10.24,9.35,Lucknow Super Giants,bat,1,39,1
Rajasthan Royals,Chennai Super Kings,Lucknow,208,74,74,10,9.65,10.86,Chennai Super Kings,bat,0,56,1
Sunrisers Hyderabad,Lucknow Super Giants,Hyderabad,177,164,23,9,10.14,3.39,Lucknow Super Giants,field,0,47,1
Royal Challengers Bangalore,Punjab Kings,Mumbai,159,105,41,4,7.97,7.9,Punjab Kings,bat,0,35,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,167,130,3,1,6.67,74.0,Sunrisers Hyderabad,bat,0,41,0
Punjab Kings,Gujarat Titans,Delhi,202,109,29,7,7.19,19.24,Punjab Kings,bat,0,47,0
Lucknow Super Giants,Rajasthan Royals,Hyderabad,162,117,23,7,7.24,11.74,Rajasthan Royals,bat,0,44,1
Gujarat Titans,Punjab Kings,Hyderabad,228,98,62,4,10.14,12.58,Gujarat Titans,field,0,33,0
Rajasthan Royals,Mumbai Indians,Lucknow,158,123,7,6,6.53,30.0,Rajasthan Royals,bat,0,59,0
Sunrisers Hyderabad,Delhi Capitals,Mumbai,153,82,63,8,8.63,6.76,Sunrisers Hyderabad,field,0,30,1
Gujarat Titans,Royal Challengers Bangalore,Ahmedabad,164,47,73,7,6.0,9.62,Gujarat Titans,bat,0,47,1
Rajasthan Royals,Delhi Capitals,Ahmedabad,198,197,4,8,10.19,1.5,Rajasthan Royals,bat,0,53,1
Gujarat Titans,Rajasthan Royals,Ahmedabad,201,85,60,4,8.5,11.6,Rajasthan Royals,field,0,56,1
Punjab Kings,Chennai Super Kings,Chandigarh,202,96,69,10,11.29,9.22,Chennai Super Kings,bat,0,51,1
Mumbai Indians,Kolkata Knight Riders,Lucknow,189,117,31,5,7.89,13.94,Mumbai Indians,bat,0,32,1
Rajasthan Royals,Delhi Capitals,Chandigarh,207,133,38,5,9.73,11.68,Delhi Capitals,field,0,44,1
Delhi Capitals,Kolkata Knight Riders,Chennai,203,150,37,9,10.84,8.59,Kolkata Knight Riders,field,0,43,1
Mumbai Indians,Gujarat Titans,Delhi,214,149,16,8,8.6,24.38,Mumbai Indians,field,0,57,0
Delhi Capitals,Punjab Kings,Ahmedabad,171,112,54,8,10.18,6.56,Punjab Kings,bat,0,29,1
Delhi Capitals,Kolkata Knight Riders,Kolkata,153,61,60,9,6.1,9.2,Kolkata Knight Riders,bat,0,25,1
Gujarat Titans,Mumbai Indians,Kolkata,216,67,77,6,9.35,11.61,Gujarat Titans,bat,0,30,1
Royal Challengers Bangalore,Delhi Capitals,Bangalore,198,154,5,1,8.03,52.8,Delhi Capitals,field,0,31,0
Sunrisers Hyderabad,Chennai Super Kings,Lucknow,228,80,69,9,9.41,12.87,Chennai Super Kings,field,0,37,1
Delhi Capitals,Rajasthan Royals,Hyderabad,193,173,15,7,9.89,8.0,Rajasthan Royals,field,0,25,1
Chennai Super Kings,Rajasthan Royals,Kolkata,145,108,9,5,5.84,24.67,Rajasthan Royals,field,0,42,0
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,168,91,60,8,9.1,7.7,Kolkata Knight Riders,field,0,42,1
Mumbai Indians,Royal Challengers Bangalore,Chennai,147,30,87,9,5.45,8.07,Royal Challengers Bangalore,field,1,26,1
Royal Challengers Bangalore,Chennai Super Kings,Ahmedabad,212,190,14,1,10.75,9.43,Royal Challengers Bangalore,bat,0,54,0
Royal Challengers Bangalore,Gujarat Titans,Lucknow,228,154,41,10,11.7,10.83,Royal Challengers Bangalore,field,0,56,1
Gujarat Titans,Royal Challengers Bangalore,Ahmedabad,158,96,23,5,5.94,16.17,Gujarat Titans,bat,0,27,1
Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,148,93,47,7,7.64,7.02,Royal Challengers Bangalore,bat,0,33,1
Delhi Capitals,Rajasthan Royals,Mumbai,174,69,77,8,9.63,8.18,Rajasthan Royals,field,0,57,1
Delhi Capitals,Gujarat Titans,Delhi,156,37,80,6,5.55,8.93,Gujarat Titans,bat,0,37,1
Chennai Super Kings,Mumbai Indians,Lucknow,158,114,29,4,7.52,9.1,Chennai Super Kings,bat,0,57,1
Kolkata Knight Riders,Mumbai Indians,Jaipur,219,68,71,5,8.33,12.76,Kolkata Knight Riders,field,0,59,0
Chennai Super Kings,Sunrisers Hyderabad,Chennai,220,149,15,1,8.51,28.4,Sunrisers Hyderabad,field,0,41,0
Rajasthan Royals,Gujarat Titans,Hyderabad,210,61,83,9,9.89,10.77,Rajasthan Royals,field,0,44,1
Delhi Capitals,Gujarat Titans,Delhi,152,45,77,6,6.28,8.34,Delhi Capitals,bat,0,45,1
Punjab Kings,Lucknow Super Giants,Lucknow,171,98,60,9,9.8,7.3,Punjab Kings,bat,0,47,1
Kolkata Knight Riders,Lucknow Super Giants,Jaipur,150,41,74,8,5.35,8.84,Lucknow Super Giants,field,0,35,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,172,144,23,5,8.91,7.3,Chennai Super Kings,field,0,47,1
Rajasthan Royals,Punjab Kings,Delhi,162,47,85,8,8.06,8.12,Punjab Kings,bat,1,47,1
Delhi Capitals,Royal Challengers Bangalore,Lucknow,229,118,68,6,13.62,9.79,Royal Challengers Bangalore,bat,0,44,1
Delhi Capitals,Sunrisers Hyderabad,Chennai,163,50,82,10,7.89,8.27,Delhi Capitals,bat,0,31,1
Mumbai Indians,Gujarat Titans,Hyderabad,209,102,70,7,12.24,9.17,Mumbai Indians,field,0,50,1
Kolkata Knight Riders,Royal Challengers Bangalore,Delhi,228,98,50,8,8.4,15.6,Royal Challengers Bangalore,bat,0,56,1
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,169,95,42,3,7.31,10.57,Sunrisers Hyderabad,field,0,31,0
Sunrisers Hyderabad,Delhi Capitals,Chennai,176,80,47,8,6.58,12.26,Sunrisers Hyderabad,bat,0,33,1
Kolkata Knight Riders,Gujarat Titans,Hyderabad,196,47,90,10,9.4,9.93,Gujarat Titans,field,1,47,1
Royal Challengers Bangalore,Delhi Capitals,Hyderabad,197,93,64,9,9.96,9.75,Delhi Capitals,bat,0,57,1
Mumbai Indians,Gujarat Titans,Lucknow,167,127,42,4,9.77,5.71,Mumbai Indians,bat,0,44,1
Sunrisers Hyderabad,Kolkata Knight Riders,Jaipur,146,85,24,2,5.31,15.25,Sunrisers Hyderabad,field,0,45,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Jaipur,204,82,59,6,8.07,12.41,Royal Challengers Bangalore,bat,0,30,1
Gujarat Titans,Delhi Capitals,Mumbai,173,111,37,5,8.02,10.05,Delhi Capitals,bat,0,35,1
Kolkata Knight Riders,Gujarat Titans,Hyderabad,189,94,44,5,7.42,12.95,Gujarat Titans,field,0,34,0
Mumbai Indians,Kolkata Knight Riders,Hyderabad,193,88,60,7,8.8,10.5,Mumbai Indians,field,0,44,1
Sunrisers Hyderabad,Mumbai Indians,Ahmedabad,151,55,80,9,8.25,7.2,Mumbai Indians,bat,0,31,1
Rajasthan Royals,Gujarat Titans,Bangalore,181,154,34,8,10.74,4.76,Gujarat Titans,bat,0,63,1
Rajasthan Royals,Lucknow Super Giants,Hyderabad,190,170,24,6,10.62,5.0,Lucknow Super Giants,field,0,27,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,153,94,39,10,6.96,9.08,Royal Challengers Bangalore,bat,0,50,1
Delhi Capitals,Mumbai Indians,Chennai,186,141,22,8,8.63,12.27,Mumbai Indians,field,0,54,1
Kolkata Knight Riders,Punjab Kings,Bangalore,176,129,32,2,8.8,8.81,Punjab Kings,bat,0,41,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,211,58,90,9,11.6,10.2,Kolkata Knight Riders,field,1,48,1
Delhi Capitals,Sunrisers Hyderabad,Kolkata,178,64,84,8,10.67,8.14,Sunrisers Hyderabad,field,0,58,1
Royal Challengers Bangalore,Gujarat Titans,Mumbai,173,73,74,8,9.52,8.11,Gujarat Titans,field,0,52,1
Chennai Super Kings,Lucknow Super Giants,Lucknow,151,99,52,4,8.74,6.0,Chennai Super Kings,bat,0,39,1
Mumbai Indians,Rajasthan Royals,Mumbai,197,45,90,10,9.0,10.13,Rajasthan Royals,field,1,25,1
Kolkata Knight Riders,Chennai Super Kings,Jaipur,144,74,49,9,6.25,8.57,Kolkata Knight Riders,bat,0,63,1
Chennai Super Kings,Kolkata Knight Riders,Hyderabad,195,135,27,7,8.71,13.33,Chennai Super Kings,bat,0,59,1
Lucknow Super Giants,Royal Challengers Bangalore,Delhi,191,139,36,4,9.93,8.67,Lucknow Super Giants,bat,0,41,1
Rajasthan Royals,Lucknow Super Giants,Jaipur,187,119,56,6,11.16,7.29,Lucknow Super Giants,field,0,37,1
Royal Challengers Bangalore,Gujarat Titans,Hyderabad,200,99,52,10,8.74,11.65,Gujarat Titans,field,0,59,1
Delhi Capitals,Rajasthan Royals,Chandigarh,157,76,54,6,6.91,9.0,Delhi Capitals,bat,0,35,1
Lucknow Super Giants,Kolkata Knight Riders,Lucknow,206,127,27,4,8.19,17.56,Kolkata Knight Riders,bat,0,38,1
Mumbai Indians,Chennai Super Kings,Lucknow,168,67,66,7,7.44,9.18,Chennai Super Kings,bat,0,60,1
Gujarat Titans,Lucknow Super Giants,Ahmedabad,158,145,10,7,7.91,7.8,Lucknow Super Giants,field,0,48,1
Gujarat Titans,Punjab Kings,Ahmedabad,204,154,33,6,10.62,9.09,Gujarat Titans,bat,0,50,1
Lucknow Super Giants,Rajasthan Royals,Chandigarh,174,103,59,9,10.13,7.22,Lucknow Super Giants,bat,0,53,1
Lucknow Super Giants,Punjab Kings,Ahmedabad,148,61,59,9,6.0,8.85,Lucknow Super Giants,bat,0,42,1
Mumbai Indians,Gujarat Titans,Lucknow,208,175,23,2,10.82,8.61,Gujarat Titans,field,0,43,1
Lucknow Super Giants,Gujarat Titans,Hyderabad,158,70,71,8,8.57,7.44,Gujarat Titans,bat,0,64,1
Punjab Kings,Sunrisers Hyderabad,Jaipur,167,91,65,8,9.93,7.02,Sunrisers Hyderabad,bat,0,38,1
